Store#,Name,Address,City,State/Province,Country,Zip,Interstate,Latitude,Longitude,Phone,Fax,Parking Spaces,Diesel Lanes,Bulk DEF Lanes,Showers,CAT Scale,Facilities/Restaurants,WiFi
586,"Pilot Travel Center","6705 Hwy 63","Moss Point","MS","US","39563","I-10  Exit 69","30.43828200","-88.52919900","(228) 474-6511","(228) 474-6549","73","10","10","7","Yes","Moe's Southwest Grill, Breakfast/Soup Bar","No",
589,"Pilot Travel Center","13553 64Th Street Nw","Williston","ND","US","58801","NE Side Hwy 2 @ 85 and Hwy 2","48.34406000","-103.61618800","(701) 826-2500","(701) 826-2504","70","8","8","5","Yes","Breakfast/Soup Bar, Cinnabon, Subway","No",
590,"Pilot Travel Center","3181 Evergreen Lane","Alexandria","MN","US","56308","I-94  Exit 100","45.86092700","-95.42341500","(320) 763-9222","(320) 763-2339","50","6","6","6","Yes","Subway, Breakfast/Soup Bar","No",
592,"Pilot Travel Center","2195 Hwy 6 and 50","Grand Junction","CO","US","81505","I-70  Exit 26","39.11233300","-108.64761100","(970) 245-1491","(970) 245-1495","69","8","8","5","Yes","","No",
593,"Pilot Travel Center","5570 E. Travel Plaza Way","Tucson","AZ","US","85756","I-10  Exit 268","32.12568100","-110.87371400","(520) 663-3348","(520) 663-3439","89","8","8","7","Yes","Subway, Taco Bell, Cinnabon","No",
594,"Pilot Travel Center","2815 Singing Hills Blvd.","Sioux City","IA","US","51111","I-29  Exit 143","42.43590600","-96.37345100","(712) 258-3816","(712) 258-3320","100","8","8","7","Yes","Subway, Burger King","No",
595,"Pilot Travel Center","2611 Vernell Road","Marion","IL","US","62959","I-57  Exit 54","37.74033400","-88.96420900","(618) 993-2697","(618) 993-8100","45","6","6","5","Yes","Subway, Breakfast/Soup Bar","No",
596,"Pilot Travel Center","2424 Wadhams Road","Smiths Creek","MI","US","48074","I-69  Exit 196","42.97604400","-82.54331700","(810) 987-7823","(810) 987-7869","65","8","8","5","Yes","Subway, Cinnabon","No",
597,"Pilot Travel Center","1111 East Main","Chillicothe","OH","US","45601","Hwy 50","39.33803500","-82.95097300","(740) 772-2300","(740) 430-3674","66","7","7","5","Yes","Moe's Southwest Grill, Cinnabon","No",
599,"Pilot Travel Center","601 East Fifth Street","Murdo","SD","US","57559","I-90  Exit 192","43.88578400","-100.70525400","(605) 669-2465","(605) 669-2859","60","7","8","4","Yes","Subway","No",
601,"Flying J","6098 Macashan Dr","Mccalla","AL","US","35111","I-20/I-59 Exit 104","33.32163400","-87.04650300","(205) 477-9181","(205) 477-6870","153","12","12","15","Yes","Breakfast/Soup Bar, Roadside Assistance","No",
602,"Flying J","224 Daniel Payne Drive ","Birmingham","AL","US","35207","I-65 & SR 94  Exit 264","33.56234700","-86.83154000","(205) 323-2177","(205) 323-7885","170","12","12","15","Yes","Cinnabon, Hot Food and Pizza, Roadside Assistance, Denny's, Breakfast/Soup Bar","No",
603,"Flying J","2190 Ross Clark Circle","Dothan","AL","US","36301","Ross Clark Hwy/Hwy 231","31.19184300","-85.40012700","(334) 792-5152","(334) 792-5293","165","8","8","9","Yes","Denny's, Hot Food and Pizza, Breakfast/Soup Bar","No",
604,"Flying J","900 Tyson Road","Hope Hull","AL","US","36043","I-65 Exit 158","32.19455700","-86.42034900","(334) 613-0212","(334) 613-0849","160","8","8","9","Yes","Breakfast/Soup Bar, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance","No",
605,"Flying J","42 Bradley Cove Road","Russellville","AR","US","72801","I-40 Exit 84","35.28350500","-93.08930400","(479) 890-6161","(479) 890-2639","154","10","10","15","Yes","Denny's, Breakfast/Soup Bar","No",
606,"Flying J","8300 State Highway 108 Box 254B","Texarkana","AR","US","71854","I-30  Exit 7","33.51352200","-93.94852800","(870) 774-3595","(870) 772-1006","149","10","10","15","Yes","Breakfast/Soup Bar, Cinnabon, Denny's, Pilot Truck Care Center, Roadside Assistance","No",
607,"Flying J","3400 Service Loop Road","West Memphis","AR","US","72301","I-40 Exit 280/I-55 Exit 4","35.15365500","-90.14351300","(870) 735-8200","(870) 735-3300","225","12","12","15","Yes","Pilot Truck Care Center, Breakfast/Soup Bar, Denny's","No",
608,"Flying J","I-10 Exit 1 Frontage Road N. Box 801","Ehrenberg","AZ","US","85334","I-10  Exit 1","33.60213300","-114.52347500","(928) 923-9600","(928) 923-7735","271","10","10","13","Yes","Wendy's, Cinnabon, Breakfast/Soup Bar","Yes",
609,"Flying J","16189 S Sunshine Blvd","Eloy","AZ","US","85131","I-10 Exit 208A","32.73176100","-111.54976300","(520) 466-9204","(520) 466-9588","350","10","9","11","Yes","Denny's, Roadside Assistance, Breakfast/Soup Bar","No",
610,"Flying J","3300 E Andy Devine Ave","Kingman","AZ","US","86401","I-40 Exit 53","35.22000300","-114.00694500","(928) 757-7300","(928) 757-1085","95","11","10","12","Yes","Deli, Denny's, Pilot Truck Care Center, Cinnabon, Roadside Assistance, Breakfast/Soup Bar","No",
611,"Flying J","6700 West Latham Street","Phoenix","AZ","US","85043","I-10 Exit 137","33.46087300","-112.20540000","(623) 936-1118","(623) 936-3611","185","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
612,"Flying J","400 Transcon Lane","Winslow","AZ","US","86047","I-40 Exit 255","35.01602100","-110.67405900","(928) 289-2081","(928) 289-3798","150","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Cinnabon","No",
613,"Flying J","17047 Zachary Ave","Bakersfield","CA","US","93308","Hwy 99 Exit Merced Ave.","35.53180700","-119.18764400","(661) 392-5300","(661) 392-5307","218","10","10","14","Yes","Subway, Breakfast/Soup Bar, Roadside Assistance, Pilot Truck Care Center","No",
614,"Flying J","2611 Fisher Blvd.","Barstow","CA","US","92311","I-15/I-40  Exit 178 & Lenwood Road  US 58","34.85412100","-117.08069300","(760) 253-7043","(760) 253-7051","161","10","10","15","Yes","Denny's, Roadside Assistance, Hot Food and Pizza, Breakfast/Soup Bar","No",
616,"Flying J","42810 Frazier Mountain Park Rd","Lebec","CA","US","93243","I-5 Frazier Park Exit 205","34.81676300","-118.88732500","(661) 248-6519","(661) 248-2628","280","12","12","12","Yes","Wendy's, Breakfast/Soup Bar","No",
617,"Flying J","15100 North Thornton Rd","Lodi","CA","US","95242","I-5  Exit 485 & Hwy 12","38.11787700","-121.39417300","(209) 339-4066","(209) 339-4287","203","13","12","15","Yes","Subway, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
618,"Flying J","1501 North Jack Tone Road","Ripon","CA","US","95366","Hwy 99  Exit 237  Jack Tone Rd","37.75611900","-121.14432200","(209) 599-4141","(209) 599-4265","194","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Roadside Assistance, Pilot Truck Care Center","Yes",
619,"Flying J","16751 East 32nd Ave","Aurora","CO","US","80011","I-70 Exit 285 (South)","39.76270200","-104.79378900","(303) 366-7600","(303) 367-5563","159","12","12","15","Yes","Roadside Assistance, Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
620,"Flying J","122 Fitzhenry Road","Smithton","PA","US","15479","I-70  Exit 49","40.17051800","-79.73190600","(724) 872-4050","(724) 872-9471","145","7","7","6","Yes","Breakfast/Soup Bar, Denny's","No",
621,"Flying J","2495 Williams Ave","Limon","CO","US","80828","I-70 & Exit 359","39.27540300","-103.70978400","(719) 775-9286","(719) 775-9306","211","8","8","2","Yes","Roadside Assistance, IHOP, Breakfast/Soup Bar, Hot Food and Pizza","No",
622,"Flying J","100 North Kings Hwy","Fort Pierce","FL","US","34945","I-95 Hwy 68 Exit 131","27.44963200","-80.39807100","(772) 461-0091","(772) 461-0291","166","12","12","15","Yes","Subway, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
623,"Flying J","32670 Blue Star Hwy","Midway","FL","US","32343","I-10 Exit 192","30.49393300","-84.42988100","(850) 574-9779","(850) 574-6546","156","12","12","15","Yes","Cinnabon, Hot Food and Pizza, Denny's, Breakfast/Soup Bar","No",
624,"Flying J","29933 State Road 52","Dade City","FL","US","33576","I-75 Exit 285 & SR52","28.32634500","-82.32175400","(352) 588-5444","(352) 588-4629","180","12","12","15","Yes","Cinnabon, Denny's, Breakfast/Soup Bar, Roadside Assistance","No",
625,"Flying J","11555 East Sligh Ave.","Seffner","FL","US","33584","I-4 & SR 579 Exit 10","28.01053300","-82.30360000","(813) 612-9438","(813) 612-9297","30","6","6","4","No","Cinnabon, Breakfast/Soup Bar, Hot Food and Pizza","No",
626,"Flying J","950 State Road 206 West","St. Augustine","FL","US","32086","I-95 Hwy 206 Exit 305","29.74992700","-81.34369400","(904) 794-0426","(904) 794-7582","173","8","8","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza, Subway, Cinnabon, Pilot Truck Care Center, Roadside Assistance","No",
627,"Flying J","2990 US Hwy 17 South","Brunswick","GA","US","31523","I-95 Exit 29","31.14085400","-81.57824900","(912) 280-0006","(912) 280-9555","155","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
628,"Flying J","10226 Old Federal Road","Carnesville","GA","US","30521","I-85 Exit 160","34.34746200","-83.32232000","(706) 335-6656","(706) 335-4432","203","12","12","15","Yes","Roadside Assistance, Hot Food and Pizza","No",
630,"Flying J","1125 Bucksnort Road","Jackson","GA","US","30233","I-75  Exit 201","33.20800600","-84.06400400","(770) 775-0138","(770) 775-1134","200","10","9","14","Yes","Denny's, Breakfast/Soup Bar, Pilot Truck Care Center","No",
631,"Flying J","7001 Lake Park Bellville Road","Lake Park","GA","US","31636","I-75 Exit 2","30.64123600","-83.19048600","(229) 559-6500","(229) 559-3008","207","12","12","15","Yes","Breakfast/Soup Bar, Hot Food and Pizza, Subway, Roadside Assistance, Denny's","No",
632,"Flying J","288 Resaca Beach Blvd","Resaca","GA","US","30735","I-75 Exit 320","34.57683500","-84.94662400","(706) 629-1541","(706) 629-2003","209","11","12","15","Yes","Breakfast/Soup Bar, Roadside Assistance, Denny's","No",
633,"Flying J","3600 Highway 77 South","Union Point","GA","US","30669","I-20 & Exit 138","33.54732900","-83.07738200","(706) 486-4835","(706) 486-4845","189","8","8","9","Yes","Breakfast/Soup Bar, Hot Food and Pizza","No",
634,"Flying J","650 Carrollton Street","Temple","GA","US","30179","I-20 & Hwy 113 Exit 19","33.71961200","-85.02568400","(770) 562-4009","(770) 562-3571","164","11","12","15","Yes","Hot Food and Pizza","No",
636,"Flying J","8200 N.W. Blvd.","Davenport","IA","US","52806","I-80 Exit 292","41.60270900","-90.62574600","(563) 386-7710","(563) 386-8243","153","12","12","15","Yes","Denny's, Breakfast/Soup Bar","No",
637,"Flying J","445 Evansdale Drive","Evansdale","IA","US","50707","I-380 & Evansdale Dr.","42.46018900","-92.25260700","(319) 291-7714","(319) 291-7720","85","7","7","7","Yes","Hot Food and Pizza","No",
638,"Flying J","3512 Franklin Road","Caldwell","ID","US","83605","I-84 Exit 29","43.66192800","-116.65393200","(208) 453-9225","(208) 453-9409","100","8","8","9","Yes","Cinnabon, Denny's","No",
639,"Flying J","3636 W. 5th Avenue","Post Falls","ID","US","83854","I-90 Exit 2","47.71146000","-116.99755400","(208) 773-0593","(208) 773-0404","100","9","8","8","Yes","Subway","No",
640,"Flying J","5350 Hwy 93","Jerome","ID","US","83338","I-84 Exit 173","42.64958500","-114.44241800","(208) 324-3454","(208) 324-4097","100","8","8","6","Yes","Hot Food and Pizza, Breakfast/Soup Bar, Cinnabon","No",
641,"Flying J","587 E. US Hwy 30","Mccammon","ID","US","83250","I-15 Exit 47","42.66026800","-112.20619800","(208) 254-9845","(208) 254-9893","95","8","5","5","Yes","Hot Food and Pizza, Cinnabon, Breakfast/Soup Bar","No",
642,"Flying J","140 Racehorse Dr.","Alorton","IL","US","62207","I-255 & Exit 17a","38.57615400","-90.09804600","(618) 337-4579","(618) 337-4851","216","12","12","15","Yes","Cinnabon, Breakfast/Soup Bar, Hot Food and Pizza","No",
643,"Flying J","1701 W Evergreen Avenue","Effingham","IL","US","62401","I-70 & I-57  Exit 160","39.13343800","-88.56630300","(217) 347-7161","(217) 347-5815","185","12","12","15","Yes","Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
644,"Flying J","343 Civic Road","LaSalle","IL","US","61301","I-80 Exit 77","41.36878000","-89.09917500","(815) 220-0611","(815) 220-0617","201","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Roadside Assistance, Hot Food and Pizza","No",
645,"Flying J","1310 East Chain Of Rocks Road","Pontoon Beach","IL","US","62040","I-270 & Exit 6B","38.76018600","-90.06454800","(618) 931-1580","(618) 931-3587","200","12","12","15","Yes","Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
646,"Flying J","16049 Willowbrook Road","South Beloit","IL","US","61080","I-90 & HWY 75","42.49416100","-88.99884400","(815) 389-4760","(815) 389-4793","204","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
647,"Flying J","844 East 1250 South","Haubstadt","IN","US","47639","I-64 & SR 41 Exit 25B","38.17494900","-87.55261000","(812) 768-5304","(812) 768-9215","145","9","9","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
649,"Flying J","1720 W Thompson Rd","Indianapolis","IN","US","46217","I-465 Exit 4","39.69252800","-86.19142800","(317) 783-5543","(317) 783-5648","175","12","12","13","Yes","Arby's, Breakfast/Soup Bar, Cinnabon","No",
650,"Flying J","1401 Ripley Street","Lake Station","IN","US","46405","I-94 & Exit 15b","41.58642900","-87.23816400","(219) 962-6555","(219) 962-3259","380","12","12","18","Yes","Cinnabon, Denny's, Breakfast/Soup Bar","No",
652,"Flying J","520 South State Road 39","Lebanon","IN","US","46052","I-65 Exit 139","40.03230700","-86.47354300","(765) 483-9755","(765) 483-9762","154","8","8","9","Yes","Breakfast/Soup Bar, Hot Food and Pizza, Roadside Assistance","No",
653,"Flying J","3231 East 181st Avenue","Hebron","IN","US","46341","Rt 2 & I-65 Exit 240","41.28772300","-87.29465900","(219) 696-6446","(219) 696-2456","388","10","10","15","Yes","Hot Food and Pizza, Denny's, Breakfast/Soup Bar","No",
655,"Flying J","5300 South State Rte. 3","Spiceland","IN","US","47385","I-70 Exit 123","39.85122800","-85.41246400","(765) 987-1833","(765) 987-1836","205","12","12","15","Yes","Breakfast/Soup Bar, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance","No",
656,"Flying J","82 White Street","Whiteland","IN","US","46484","I-65 Whiteland Rd  Exit95","39.54908700","-86.03646900","(317) 535-1124","(317) 535-4123","178","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
657,"Flying J","2524 E Wyatt Earp Blvd","Dodge City","KS","US","67801","Hwy 400 & Hwy 283","37.75239400","-99.98066600","(620) 338-8888","(620) 338-8829","62","5","4","4","Yes","","No",
658,"Flying J","4215 West Hwy 50","Emporia","KS","US","66801","I-35 & US 50 Exit 127","38.41144000","-96.23774600","(620) 343-2717","(620) 343-3692","78","8","8","7","Yes","Huddle House, Breakfast/Soup Bar, Hot Food and Pizza, Roadside Assistance","No",
659,"Flying J","2250 North Ohio Street","Salina","KS","US","67401","I-70 Exit 253","38.87863200","-97.59279500","(785) 825-5300","(785) 452-9221","128","8","8","9","Yes","Hot Food and Pizza, Huddle House","Yes",
660,"Flying J","15236 State Route 180","Catlettsburg","KY","US","41129","I-64 SR 180 Exit 185","38.36482300","-82.69660200","(606) 928-8383","(606) 928-4546","160","8","8","9","Yes","Breakfast/Soup Bar, Denny's","No",
661,"Flying J","4380 Nashville Road","Franklin","KY","US","42134","I-65 USHwy 31W Exit 2","36.66196700","-86.55355900","(270) 586-3343","(270) 586-8984","178","12","12","9","Yes","Denny's, Roadside Assistance, Hot Food and Pizza, Breakfast/Soup Bar","No",
662,"Flying J","18750 Herndon Oak Grove Rd.","Oak Grove","KY","US","42262","I-24 Exit 86","36.69720200","-87.45542300","(270) 640-7000","(270) 640-7060","130","8","8","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
663,"Flying J","1670 Waddy Road","Waddy","KY","US","40076","I-64 & HWY 395 Exit 43","38.15665700","-85.06727600","(502) 829-9100","(502) 829-5600","118","8","8","9","Yes","Breakfast/Soup Bar, Denny's","No",
664,"Flying J","13019 Walton Verona Rd","Walton","KY","US","41094","I-75 Exit 171","38.85728900","-84.62568100","(859) 485-4400","(859) 485-6886","203","12","12","15","Yes","Roadside Assistance, Denny's, Breakfast/Soup Bar","No",
665,"Flying J","9510 Greenwood Road","Greenwood","LA","US","71033","I-20 Exit 3","32.44440400","-93.97887200","(318) 938-7744","(318) 938-5697","199","12","12","15","Yes","Breakfast/Soup Bar, Denny's","No",
666,"Pilot Travel Center","1860 East Napier Ave.","Benton Harbor","MI","US","49022","I-94 Exit 30","42.08973700","-86.41242900","(269) 925-7547","(269) 925-7508","135","10","10","6","Yes","Wendy's","No",
667,"Flying J","7800 West Grand River Ave.","Grand Ledge","MI","US","48837","I-96 & Exit 90/I-69 & Exit 81","42.78748400","-84.67826500","(517) 627-7504","(517) 622-4960","145","12","8","9","Yes","Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
668,"Flying J","3475 E Washington","Saginaw","MI","US","48601","I-75 & Washington St. Exit 151","43.45170000","-83.89478100","(989) 752-6350","(989) 752-6842","53","5","5","3","Yes","Wendy's","No",
669,"Flying J","11570 Hwy Ff","Joplin","MO","US","64804","I-44 U.S. 71 Exit 11A","37.05544100","-94.42997300","(417) 626-7600","(417) 626-8802","168","13","13","15","Yes","Hot Food and Pizza, Cinnabon, Breakfast/Soup Bar, Denny's","No",
671,"Flying J","703 State Hwy 80","Matthews","MO","US","63867","I-55 Exit 58","36.76021800","-89.54174200","(573) 472-3336","(573) 472-3641","171","12","12","10","Yes","","No",
672,"Flying J","700 J Hwy","Peculiar","MO","US","64078","I-49 Exit 167","38.72330800","-94.45155500","(816) 779-8000","(816) 779-4441","171","8","8","9","Yes","Denny's, Hot Food and Pizza","No",
673,"Flying J","825 North Loop Road","Sullivan","MO","US","63080","I-44/Hwy. 185 Exit 226","38.22593200","-91.15863200","(573) 860-8880","(573) 860-8892","173","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
674,"Flying J","1 Campbranch Rd","Warrenton","MO","US","63383","I-70 Exit 188","38.84034200","-91.22811400","(636) 456-2001","(636) 456-2016","181","12","12","14","Yes","Pilot Truck Care Center, Denny's, Service Center, Breakfast/Soup Bar","No",
675,"Flying J","102 Fore Drive","Wayland","MO","US","63472","Hwy 136 & Hwy 27","40.39580500","-91.56999600","(660) 754-1550","(660) 754-1556","99","5","5","4","Yes","Denny's","No",
676,"Flying J","9351 Canal Road","Gulfport","MS","US","39503","I-10 Exit 31","30.42077700","-89.13768500","(228) 868-2711","(228) 868-3711","171","12","12","15","Yes","Denny's, Breakfast/Soup Bar","No",
677,"Flying J","4740 Bethel Road","Olive Branch","MS","US","38654","HWY 78 and Bethel Road","34.92874100","-89.79309200","(662) 895-1001","(662) 895-0008","60","7","7","9","Yes","Hot Food and Pizza, Subway","No",
678,"Flying J","685 Highway 80 East","Pearl","MS","US","39208","I-20/I-55 Exit 47","32.27839400","-90.16107800","(601) 936-0190","(601) 936-0196","182","12","12","15","Yes","Denny's, Roadside Assistance, Breakfast/Soup Bar","Yes",
682,"Flying J","1043 Jimmie Kerr Rd","Graham","NC","US","27258","I-85 & I-40 Exit 150","36.07217800","-79.35248700","(336) 578-2427","(336) 578-0804","256","12","12","14","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
683,"Flying J","1800  Princeton-Kenly Road","Kenly","NC","US","27542","I-95 & Exit 106","35.57409500","-78.14597000","(919) 284-4548","(919) 284-4214","164","8","8","9","Yes","Denny's, Hot Food and Pizza","No",
684,"Flying J","I-94 ND-16","Beach","ND","US","58621","I-94 & Hwy 16","46.92926200","-104.00894000","(701) 872-4737","(701) 872-4985","89","5","5","4","Yes","Subway, Breakfast/Soup Bar","No",
685,"Flying J","3150 39th St SW Suite A","Fargo","ND","US","58104","I-29 Exit 62","46.83355900","-96.84405900","(701) 282-7766","(701) 282-7259","168","11","9","9","Yes","Cinnabon, Hot Food and Pizza","No",
686,"Flying J","15010 South State Hwy 31","Gretna","NE","US","68028","I-80 Exit 432","41.09113100","-96.25452000","(402) 332-4483","(402) 332-4576","161","12","11","14","Yes","Denny's, Breakfast/Soup Bar","No",
687,"Flying J","3400 So. Newberry Rd.","North Platte","NE","US","69101","I-80 Exit 179","41.10085100","-100.72662000","(308) 532-4555","(308) 532-8077","129","10","10","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
688,"Flying J","326 Slapes Corner","Carneys Point","NJ","US","08069","I-295 Exit 2C","39.68463600","-75.48570500","(856) 351-0080","(856) 351-0293","360","12","12","16","Yes","Denny's, Breakfast/Soup Bar, Pilot Truck Care Center, Roadside Assistance, Hot Food and Pizza","No",
689,"Flying J","9911 Avalon Road Nw","Albuquerque","NM","US","87105","I-40 Exit 153","35.07903800","-106.74645800","(505) 831-2001","(505) 833-0464","171","12","12","15","Yes","Cinnabon, Hot Food and Pizza, Roadside Assistance, Denny's, Breakfast/Soup Bar, Pilot Truck Care Center","No",
690,"Flying J","11 Old Hwy 70","Lordsburg","NM","US","88045","I-10 Exit 24","32.34114300","-108.67673700","(575) 542-3320","(575) 542-3324","273","12","12","9","Yes","Hot Food and Pizza, Denny's","No",
691,"Flying J","2021 S. Mountain Rd","Tucumcari","NM","US","88401","I-40 & Exit 333","35.15878400","-103.70431000","(575) 461-6590","(575) 461-3879","144","8","8","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
692,"Flying J","156 Hwy 93 South","Wells","NV","US","89835","I-80 & HWY 93  Exit 352 (South)","41.09822700","-114.95750200","(775) 752-2400","(775) 752-2406","206","10","10","9","Yes","Hot Food and Pizza","No",
693,"Flying J","8484 Allegheny Road","Pembroke","NY","US","14036","I-90 Exit 48A","43.00080500","-78.40692000","(585) 599-4430","(585) 599-4436","158","8","8","9","Yes","Denny's, Hot Food and Pizza, Roadside Assistance","No",
694,"Flying J","2349 Center Road","Austinburg","OH","US","44010","I-90 & State Rd 45  Exit 223","41.79007200","-80.85585000","(440) 275-1515","(440) 275-3289","164","12","12","15","Yes","Roadside Assistance, Hot Food and Pizza, Denny's, Breakfast/Soup Bar","No",
695,"Flying J","420 East Main Street","Beaverdam","OH","US","45808","I-75 Exit 135","40.83233600","-83.96731500","(419) 643-8001","(419) 643-8106","157","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Roadside Assistance","No",
696,"Flying J","7735 East State Rt 37","Berkshire","OH","US","43074","I-71 Exit 131","40.26738200","-82.92402700","(740) 965-9835","(740) 965-9770","159","12","12","15","Yes","Denny's, Breakfast/Soup Bar","No",
697,"Flying J","2226 North Main Street","Hubbard","OH","US","44425","I-80 & Hwy 62  Exit 234B (Eastbound)","41.18256200","-80.57050400","(330) 534-3774","(330) 534-4372","150","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza, Roadside Assistance","No",
698,"Flying J","9935 Sr 41","Jeffersonville","OH","US","43128","I-71 Exit 69","39.64608500","-83.53772200","(740) 426-9136","(740) 426-9156","152","8","8","9","Yes","Denny's, Roadside Assistance, Cinnabon, Hot Food and Pizza, Breakfast/Soup Bar","No",
699,"Flying J","10480 Baltimore","Millersport","OH","US","43046","I-70 St Rd 158 Exit 122","39.94238400","-82.59921700","(740) 964-9601","(740) 964-9611","164","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
700,"Flying J","26415 Warns Road","Lake Township","OH","US","43551","I-280 Exit 1B","41.53512600","-83.46003900","(419) 837-2100","(419) 837-2199","155","12","12","15","Yes","Pilot Truck Care Center, Denny's, Breakfast/Soup Bar","No",
701,"Flying J","2450 Cooper Drive","Ardmore","OK","US","73401","I-35 & Exit 33","34.20040500","-97.16769700","(580) 226-3833","(580) 226-3546","148","12","8","9","Yes","Breakfast/Soup Bar, Hot Food and Pizza, Roadside Assistance","No",
702,"Flying J","1255 Gentry","Checotah","OK","US","74426","US Hwy 69 & US Hwy 266","35.47595700","-95.53916100","(918) 473-1243","(918) 473-1957","156","8","8","9","Yes","Breakfast/Soup Bar, Hot Food and Pizza","No",
703,"Flying J","701 South Morgan Road","Oklahoma City","OK","US","73128","I-40 Exit 140","35.45831300","-97.69011900","(405) 324-5000","(405) 324-7181","179","12","12","15","Yes","Roadside Assistance, Breakfast/Soup Bar, Hot Food and Pizza","No",
704,"Flying J","4801 NE 122nd St.","Edmond","OK","US","73013","I-35 & N.E. 122nd Street","35.59613600","-97.43662000","(405) 475-9440","(405) 475-9435","73","8","8","8","Yes","Roadside Assistance, Hot Food and Pizza","No",
705,"Flying J","2400 So 4th Route","Sayre","OK","US","73662","I-40 & US 283 Exit 20","35.26593100","-99.64087000","(580) 928-2216","(580) 928-2354","186","8","8","9","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza","No",
706,"Flying J","121 North 129 E Ave","Tulsa","OK","US","74116","I-44 Exit 236","36.16263500","-95.83235600","(918) 437-5477","(918) 437-5660","195","8","8","9","Yes","Hot Food and Pizza, Roadside Assistance, Pilot Truck Care Center, Breakfast/Soup Bar","No",
707,"Flying J","246 Allegheny Blvd","Brookville","PA","US","15825","I-80 Exit 78","41.17257100","-79.09542800","(814) 849-2992","(814) 849-2440","140","12","12","15","Yes","Roadside Assistance, Hot Food and Pizza, Denny's, Breakfast/Soup Bar","No",
708,"Flying J","1501 Harrisburg Pike","Carlisle","PA","US","17013","I-81 Exit 52/I-76 & Exit 226","40.23519300","-77.12207100","(717) 243-6659","(717) 243-2510","269","13","13","22","Yes","Denny's, Breakfast/Soup Bar","No",
709,"Flying J","5609 Nittany Valley Drive","Mill Hall","PA","US","17751","I-80 and Exit 173","41.02792800","-77.52312500","(570) 726-4080","(570) 726-4363","155","12","12","15","Yes","Denny's, Roadside Assistance, Hot Food and Pizza, Breakfast/Soup Bar","No",
710,"Flying J","1623 Oliver Road","New Milford","PA","US","18834","I-81 Exit 219","41.82480300","-75.68286200","(570) 465-2974","(570) 465-2979","138","8","8","9","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
711,"Flying J","1011 North Mountain St","Blacksburg","SC","US","29702","I-85 Exit 102","35.14282700","-81.50916200","(864) 839-5934","(864) 839-5942","206","12","12","15","Yes","Breakfast/Soup Bar, Pilot Truck Care Center, Denny's","Yes",
712,"Flying J","5901 Fairfield Road","Columbia","SC","US","29203","I-20 Exit 70","34.06503700","-81.02426900","(803) 735-9006","(803) 735-0917","178","12","10","15","Yes","Breakfast/Soup Bar, Denny's","No",
713,"Flying J","111 Mill Branch Road","Latta","SC","US","29565","I-95 Exit 181A","34.33972400","-79.53287500","(843) 752-5047","(843) 752-7265","208","12","12","15","Yes","Hot Food and Pizza, Pilot Truck Care Center","No",
714,"Flying J","2435 Mount Holly Road","Rock Hill","SC","US","29730","I-77 & Hwy 901  Exit 73","34.85601600","-81.00573200","(803) 328-5700","(803) 909-5800","141","8","8","9","Yes","Roadside Assistance, Denny's, Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza","No",
715,"Mr. Fuel","11 Highway W","Foristell","MO","US","63348","I-70  Exit 203","38.81878600","-90.95215300","(636) 673-1011","(636) 673-9292","20","7","7","4","Yes","","No",
